date,open,high,close,low,volume,amount,factor
2004-03-23,26.88,27.86,26.67,26.65,11395886.0,310287715.0,1.0
2004-03-24,25.87,26.0,25.28,25.2,4164340.0,106272588.0,1.0
2004-03-25,25.32,25.48,25.45,24.98,1566476.0,39469383.0,1.0
2004-03-26,25.46,26.0,25.68,25.46,1421595.0,36637291.0,1.0
2004-03-29,25.5,26.1,25.88,25.31,1215434.0,31404930.0,1.0
2004-03-30,25.76,26.58,26.3,25.75,971217.0,25521338.0,1.0
2004-03-31,26.35,26.58,26.47,26.06,908772.0,23934106.0,1.0
2004-04-01,26.4,26.53,26.5,25.96,969442.0,25444783.0,1.0
2004-04-02,26.39,26.55,26.39,26.15,482765.0,12725253.0,1.0
2004-04-05,26.3,26.58,26.31,25.8,772285.0,20285857.0,1.0
2004-04-06,26.35,27.69,27.49,26.0,2053549.0,55990863.0,1.0
2004-04-07,27.39,27.67,27.36,26.83,850925.0,23307284.0,1.0
2004-04-08,27.11,29.5,29.21,27.11,2150328.0,60928474.0,1.0
2004-04-09,29.0,30.67,29.13,28.68,2591182.0,76800830.0,1.0
2004-04-12,29.0,29.5,28.52,28.08,1132361.0,32319866.0,1.0
2004-04-13,28.4,28.8,28.01,27.68,955013.0,26765478.0,1.0
2004-04-14,27.85,28.3,28.28,27.7,874906.0,24519056.0,1.0
2004-04-15,28.5,28.5,27.5,27.32,830256.0,23175661.0,1.0
2004-04-16,27.52,27.8,27.18,26.9,832698.0,22891378.0,1.0
2004-04-19,25.03,27.0,26.4,25.03,1462569.0,38899097.0,1.0
2004-04-20,26.3,27.2,27.0,26.2,531172.0,14280216.0,1.0
2004-04-21,26.81,26.99,26.85,26.5,312570.0,8337419.0,1.0
2004-04-22,26.56,27.17,26.92,26.56,209038.0,5590311.0,1.0
2004-04-23,26.63,27.16,27.08,26.51,330257.0,8872037.0,1.0
2004-04-26,26.9,27.4,27.18,26.75,275693.0,7480352.0,1.0
2004-04-27,27.11,27.67,27.46,27.0,783630.0,21438736.0,1.0
2004-04-28,27.5,27.6,27.25,27.06,366916.0,9990653.0,1.0
2004-04-29,27.46,27.8,27.21,26.38,418164.0,11299232.0,1.0
2004-04-30,27.0,27.65,27.22,27.0,418794.0,11478472.0,1.0
2004-05-10,27.15,27.2,26.9,26.19,304253.0,8161813.0,1.0
2004-05-11,26.5,26.95,26.87,26.45,100495.0,2695600.0,1.0
2004-05-12,26.8,27.08,27.08,26.61,229306.0,6173852.0,1.0
2004-05-13,27.1,27.39,26.98,26.81,100712.0,2713297.0,1.0
2004-05-14,28.5,28.5,26.91,26.71,183800.0,5113189.0,1.0
2004-05-17,26.7,27.1,27.07,26.54,112810.0,3033814.0,1.0
2004-05-18,27.0,27.38,27.19,27.0,231490.0,6309856.0,1.0
2004-05-19,27.15,27.6,27.05,26.83,166090.0,4535750.0,1.0
2004-05-20,27.04,27.2,27.1,26.75,185309.0,4995086.0,1.0
2004-05-24,26.68,27.0,26.6,26.32,204300.0,5436766.0,1.0
2004-05-25,26.31,26.79,26.76,26.12,326719.0,8613674.0,1.0
2004-05-26,26.31,27.59,27.35,26.01,476770.0,12970927.0,1.0
2004-05-27,27.35,27.53,27.49,27.05,309008.0,8460658.0,1.0
2004-05-28,27.51,28.4,28.04,27.51,729269.0,20495719.0,1.0
2004-05-31,27.85,28.28,28.0,27.62,116414.0,3245779.0,1.0
2004-06-01,27.96,28.48,28.3,27.53,585666.0,16528221.0,1.0
2004-06-02,28.35,28.4,27.89,27.7,360380.0,10085903.0,1.0
2004-06-03,27.75,28.09,27.43,26.7,414228.0,11288091.0,1.0
2004-06-04,27.39,27.45,27.34,26.51,154300.0,4169619.0,1.0
2004-06-07,26.81,27.58,27.35,26.81,77199.0,2106860.0,1.0
2004-06-08,27.4,27.4,27.2,26.9,77668.0,2104765.0,1.0
2004-06-09,26.9,27.33,27.05,26.74,88534.0,2390864.0,1.0
2004-06-10,26.85,27.05,26.77,26.31,362590.0,9685915.0,1.0
2004-06-11,26.74,26.9,26.6,26.38,156869.0,4171631.0,1.0
2004-06-14,26.6,26.78,25.66,25.33,488610.0,12718636.0,1.0
2004-06-15,25.86,26.28,25.4,25.22,312875.0,8025122.0,1.0
2004-06-16,25.3,25.52,25.41,25.15,124553.0,3160042.0,1.0
2004-06-17,25.48,26.01,24.55,24.01,287008.0,7304328.0,1.0
2004-06-18,24.01,24.52,24.08,23.01,329977.0,7784888.0,1.0
2004-06-21,23.5,24.39,24.39,23.41,159227.0,3851798.0,1.0
2004-06-22,24.58,24.98,24.85,24.02,143402.0,3519611.0,1.0
2004-06-23,24.6,24.62,24.56,24.18,58040.0,1414039.0,1.0
2004-06-24,24.85,24.85,24.33,23.6,95600.0,2333167.0,1.0
2004-06-25,24.6,24.65,23.2,23.1,203050.0,4825559.0,1.0
2004-06-28,22.66,22.7,21.83,21.5,264559.0,5907607.0,1.0
2004-06-29,21.75,22.48,21.74,20.28,470550.0,9842603.0,1.0
2004-06-30,21.7,21.99,21.5,21.25,255780.0,5489341.0,1.0
2004-07-01,21.6,22.8,22.14,21.2,349161.0,7610973.0,1.0
2004-07-02,22.1,22.1,21.95,21.5,122234.0,2644277.0,1.0
2004-07-05,21.85,21.89,21.8,21.52,75028.0,1630639.0,1.0
2004-07-06,21.8,22.14,21.73,21.62,206818.0,4511133.0,1.0
2004-07-07,21.5,21.88,21.6,21.3,60828.0,1310534.0,1.0
2004-07-08,21.26,21.87,21.38,21.25,73800.0,1593428.0,1.0
2004-07-09,21.46,21.73,21.19,21.18,52700.0,1128909.0,1.0
2004-07-12,20.75,20.75,19.8,19.8,236890.0,4780356.0,1.0
2004-07-13,19.8,19.96,19.9,19.5,84600.0,1671819.0,1.0
2004-07-14,19.6,20.29,20.2,19.1,219500.0,4273349.0,1.0
2004-07-15,19.53,20.1,19.8,19.52,165983.0,3278069.0,1.0
2004-07-16,19.56,20.5,20.5,19.56,184837.0,3752187.0,1.0
2004-07-19,20.5,20.8,20.41,20.15,242931.0,4984015.0,1.0
2004-07-20,20.3,21.3,21.25,20.25,502194.0,10443336.0,1.0
2004-07-21,21.35,21.49,21.05,20.85,67900.0,1434146.0,1.0
2004-07-22,20.82,21.12,20.84,20.81,415700.0,8734945.0,1.0
2004-07-23,20.52,21.15,21.15,20.52,71470.0,1500448.0,1.0
2004-07-26,21.0,21.39,21.14,21.0,113523.0,2396271.0,1.0
2004-07-27,21.02,21.36,20.81,20.61,154300.0,3236597.0,1.0
2004-07-28,20.11,21.43,21.09,20.11,42648.0,895600.0,1.0
2004-07-29,21.19,21.41,21.27,21.09,55828.0,1191643.0,1.0
2004-07-30,21.12,22.79,22.11,21.12,308503.0,6821363.0,1.0
2004-08-02,21.9,22.1,21.89,21.62,35738.0,777259.0,1.0
2004-08-03,21.8,22.3,21.88,21.7,293690.0,6424550.0,1.0
2004-08-04,22.38,22.38,21.58,21.0,131938.0,2849400.0,1.0
2004-08-05,21.55,21.59,21.41,21.21,61388.0,1317275.0,1.0
2004-08-06,21.27,21.55,21.28,21.27,60014.0,1280183.0,1.0
2004-08-09,21.05,21.38,21.19,21.03,54710.0,1162020.0,1.0
2004-08-10,21.15,21.35,21.19,21.0,93150.0,1965818.0,1.0
2004-08-11,21.15,21.32,21.05,21.0,74100.0,1559056.0,1.0
2004-08-12,20.81,21.1,21.03,20.81,194070.0,4084357.0,1.0
2004-08-13,21.65,21.65,21.12,21.06,10937.0,232200.0,1.0
2004-08-16,20.51,21.39,20.8,20.51,39226.0,816290.0,1.0
2004-08-17,20.78,21.24,21.23,20.5,70875.0,1479677.0,1.0
2004-08-18,21.03,21.56,21.48,21.03,45476.0,975126.0,1.0
2004-08-19,21.29,22.08,21.9,21.29,355133.0,7755047.0,1.0
2004-08-20,21.72,22.28,22.05,21.72,387831.0,8544304.0,1.0
2004-08-23,22.23,22.23,22.05,22.02,202670.0,4472398.0,1.0
2004-08-24,22.01,22.12,22.09,22.0,95700.0,2111346.0,1.0
2004-08-25,21.51,22.4,22.29,21.51,285791.0,6353031.0,1.0
2004-08-26,22.05,22.4,22.4,22.05,52615.0,1176474.0,1.0
2004-08-27,22.55,22.55,22.38,22.23,43187.0,966036.0,1.0
2004-08-30,22.0,22.36,22.32,21.9,151259.0,3333057.0,1.0
2004-08-31,22.55,22.55,22.37,22.06,30211.0,674599.0,1.0
2004-09-01,22.37,22.45,22.37,22.35,60239.0,1346997.0,1.0
2004-09-02,22.22,22.43,22.42,22.22,81002.0,1808871.0,1.0
2004-09-03,22.23,22.5,22.49,22.23,37710.0,846187.0,1.0
2004-09-06,22.38,22.56,22.45,22.38,46452.0,1042803.0,1.0
2004-09-07,22.55,23.3,23.17,22.55,117520.0,2697335.0,1.0
2004-09-08,23.17,23.17,22.9,22.6,206827.0,4717221.0,1.0
2004-09-09,22.6,22.88,22.7,22.5,148427.0,3358370.0,1.0
2004-09-10,22.68,23.19,23.16,22.46,65926.0,1507039.0,1.0
2004-09-13,23.26,23.28,23.25,22.9,87651.0,2025243.0,1.0
2004-09-14,23.25,23.56,23.3,23.15,64464.0,1502819.0,1.0
2004-09-15,23.4,24.47,23.91,23.3,248858.0,5963478.0,1.0
2004-09-16,24.01,25.48,24.98,23.71,229929.0,5695191.0,1.0
2004-09-17,25.0,25.5,24.94,24.5,272811.0,6770351.0,1.0
2004-09-20,25.5,25.71,25.5,24.83,305961.0,7711635.0,1.0
2004-09-21,25.69,26.0,25.86,24.69,276797.0,7076410.0,1.0
2004-09-22,25.6,26.35,25.99,25.6,245800.0,6420268.0,1.0
2004-09-23,25.8,26.0,25.97,24.61,292472.0,7433286.0,1.0
2004-09-24,25.9,26.3,25.15,25.11,161000.0,4156876.0,1.0
2004-09-27,25.08,25.48,24.55,24.5,115592.0,2873378.0,1.0
2004-09-28,24.52,25.1,24.96,24.41,71524.0,1762477.0,1.0
2004-09-29,24.81,24.97,24.78,24.64,54316.0,1346603.0,1.0
2004-09-30,24.8,25.1,25.0,24.43,359712.0,8964189.0,1.0
2004-10-08,25.1,26.25,26.19,24.8,397863.0,10193098.0,1.0
2004-10-11,26.21,26.56,25.87,25.61,320728.0,8434233.0,1.0
2004-10-12,25.88,25.88,23.99,23.8,512715.0,12608281.0,1.0
2004-10-13,24.2,24.2,23.97,23.01,243621.0,5722453.0,1.0
2004-10-14,23.53,23.69,23.1,23.1,262230.0,6110809.0,1.0
2004-10-15,23.01,23.49,23.36,22.62,147308.0,3385915.0,1.0
2004-10-18,23.28,23.36,23.28,23.0,71497.0,1660312.0,1.0
2004-10-19,23.18,23.63,23.21,23.0,49650.0,1153253.0,1.0
2004-10-20,23.21,23.21,22.98,22.4,147146.0,3343131.0,1.0
2004-10-21,22.75,23.29,23.25,22.75,89741.0,2077398.0,1.0
2004-10-22,23.35,23.68,23.56,22.83,225907.0,5313298.0,1.0
2004-10-25,23.61,23.61,23.4,23.2,84200.0,1975068.0,1.0
2004-10-26,23.4,23.7,23.39,23.22,319321.0,7465098.0,1.0
2004-10-27,23.45,24.3,24.23,23.45,269226.0,6474710.0,1.0
2004-10-28,24.24,24.3,23.89,23.84,120065.0,2892801.0,1.0
2004-10-29,22.8,24.3,24.01,22.8,178515.0,4282434.0,1.0
2004-11-01,24.15,24.15,24.03,23.6,148177.0,3555352.0,1.0
2004-11-02,23.8,24.1,24.1,23.8,231301.0,5551436.0,1.0
2004-11-03,24.45,24.45,24.06,23.95,71450.0,1723547.0,1.0
2004-11-04,24.32,24.32,24.03,24.0,81910.0,1971385.0,1.0
2004-11-05,24.2,24.2,23.94,23.85,446195.0,10701033.0,1.0
2004-11-08,24.0,24.02,24.0,23.7,422600.0,10142210.0,1.0
2004-11-09,23.73,24.08,24.04,23.73,29200.0,700367.0,1.0
2004-11-10,23.9,24.75,24.74,23.9,64654.0,1580619.0,1.0
2004-11-11,24.8,25.0,24.19,24.16,67800.0,1676011.0,1.0
2004-11-12,24.28,24.4,24.37,24.0,46300.0,1120510.0,1.0
2004-11-15,24.37,24.5,24.15,24.07,96400.0,2330136.0,1.0
2004-11-16,24.15,24.29,24.0,23.95,288097.0,6919105.0,1.0
2004-11-17,24.0,24.1,24.01,24.0,137760.0,3307783.0,1.0
2004-11-18,23.9,24.0,23.49,23.33,290666.0,6845424.0,1.0
2004-11-19,23.49,23.55,23.34,23.29,120120.0,2805325.0,1.0
2004-11-22,23.34,23.6,23.36,23.3,350500.0,8190274.0,1.0
2004-11-23,23.38,23.38,22.76,22.74,249710.0,5715975.0,1.0
2004-11-24,22.75,23.3,23.18,22.6,75720.0,1727564.0,1.0
2004-11-25,23.15,23.16,23.05,22.84,19200.0,442534.0,1.0
2004-11-26,23.06,23.06,22.9,22.7,14200.0,324124.0,1.0
2004-11-29,22.65,22.93,22.93,22.58,79699.0,1807495.0,1.0
2004-11-30,22.72,23.5,23.28,22.66,32300.0,742210.0,1.0
2004-12-01,22.82,23.02,22.6,22.54,82884.0,1879471.0,1.0
2004-12-02,22.56,22.6,22.54,22.02,44700.0,995002.0,1.0
2004-12-03,22.52,22.6,22.56,22.3,16900.0,379033.0,1.0
2004-12-06,22.02,22.58,22.51,22.02,25810.0,576598.0,1.0
2004-12-07,22.41,22.49,22.35,22.11,20299.0,451853.0,1.0
2004-12-08,22.74,22.74,22.25,22.11,7900.0,175733.0,1.0
2004-12-09,22.3,22.6,22.59,22.06,58400.0,1303727.0,1.0
2004-12-10,22.38,22.65,22.61,22.11,36900.0,824256.0,1.0
2004-12-13,22.58,22.58,22.45,22.31,10798.0,241927.0,1.0
2004-12-14,22.25,22.68,22.6,22.25,31199.0,699727.0,1.0
2004-12-15,22.8,22.8,22.66,22.4,48006.0,1082948.0,1.0
2004-12-16,22.51,23.1,23.04,22.41,59670.0,1365132.0,1.0
2004-12-17,23.0,23.0,22.79,22.6,16700.0,380310.0,1.0
2004-12-20,22.62,22.88,22.5,22.41,27000.0,610742.0,1.0
2004-12-21,22.3,22.58,22.51,22.26,26900.0,602894.0,1.0
2004-12-22,22.28,22.8,22.8,22.12,42488.0,955281.0,1.0
2004-12-23,22.6,22.8,22.7,22.6,31401.0,710111.0,1.0
2004-12-24,22.15,22.64,22.57,22.15,45800.0,1019655.0,1.0
2004-12-27,22.09,22.77,22.58,22.06,45150.0,1010233.0,1.0
2004-12-28,22.23,22.78,22.72,22.22,39000.0,876957.0,1.0
2004-12-29,22.43,22.99,22.97,22.38,131726.0,2999013.0,1.0
2004-12-30,23.0,23.55,23.5,22.56,234873.0,5418363.0,1.0
2004-12-31,23.47,23.47,23.17,23.01,54000.0,1251858.0,1.0
