date,open,high,close,low,volume,amount,factor
2010-04-28,18.12,19.98,19.27,18.12,64619608.0,1246880000.0,1.0
2010-04-29,19.55,21.2,21.2,19.55,38527192.0,801278592.0,1.0
2010-04-30,20.55,21.21,20.83,19.08,36995576.0,733594240.0,1.0
2010-05-04,20.05,21.5,19.33,19.0,29629884.0,587664768.0,1.0
2010-05-05,18.5,18.88,18.59,17.78,19917202.0,365563584.0,1.0
2010-05-06,18.31,19.45,18.33,18.04,17881160.0,336508832.0,1.0
2010-05-07,17.8,18.67,18.4,17.65,12699746.0,232128480.0,1.0
2010-05-10,18.31,18.58,16.79,16.7,14616051.0,254168064.0,1.0
2010-05-11,17.17,17.3,15.83,15.72,13486561.0,221248624.0,1.0
2010-05-12,15.7,16.23,16.06,15.61,9912602.0,158505600.0,1.0
2010-05-13,15.97,16.45,16.39,15.47,10991979.0,176110976.0,1.0
2010-05-14,16.1,16.17,15.93,15.66,7420517.0,118303432.0,1.0
2010-05-17,15.6,16.2,15.59,15.51,8591687.0,136185584.0,1.0
2010-05-18,15.52,15.8,15.67,14.8,10170487.0,155826720.0,1.0
2010-05-19,15.52,16.1,15.86,15.46,8234495.0,130185176.0,1.0
2010-05-20,15.6,15.93,15.57,15.15,6304359.0,98145024.0,1.0
2010-05-21,14.97,15.93,15.8,14.9,6678260.0,104135544.0,1.0
2010-05-24,15.9,16.98,16.8,15.84,12757435.0,210908544.0,1.0
2010-05-25,16.41,16.98,16.4,16.3,7766445.0,128932544.0,1.0
2010-05-26,16.39,16.89,16.52,16.3,4985274.0,82768648.0,1.0
2010-05-27,16.57,16.9,16.77,16.22,7910041.0,131283672.0,1.0
2010-05-28,16.99,17.08,16.64,16.5,8008078.0,134819712.0,1.0
2010-05-31,16.39,16.54,15.9,15.81,6261130.0,101824920.0,1.0
2010-06-01,15.78,15.81,15.2,14.99,6926354.0,106306320.0,1.0
2010-06-02,15.14,15.55,15.52,15.0,3763516.0,57439884.0,1.0
2010-06-03,15.58,15.7,15.23,15.22,5790823.0,89834080.0,1.0
2010-06-04,15.1,15.22,15.19,14.9,4696180.0,70651848.0,1.0
2010-06-07,14.8,15.19,15.04,14.68,3924391.0,58729592.0,1.0
2010-06-08,15.05,15.4,15.35,15.01,4971463.0,75755808.0,1.0
2010-06-09,15.41,15.8,15.73,15.22,6510930.0,100600720.0,1.0
2010-06-10,15.66,15.8,15.55,15.4,5499035.0,85797304.0,1.0
2010-06-11,15.66,16.95,16.25,15.56,10246209.0,168115616.0,1.0
2010-06-17,16.4,16.58,16.26,16.1,5822973.0,94923464.0,1.0
2010-06-18,16.2,16.34,15.41,15.22,6421914.0,100778864.0,1.0
2010-06-22,15.82,16.65,16.14,15.8,8030027.0,130047152.0,1.0
2010-06-23,15.95,16.29,16.16,15.83,4032620.0,64800440.0,1.0
2010-06-24,16.25,16.48,16.21,16.11,4133669.0,67274456.0,1.0
2010-06-25,16.2,16.25,16.01,15.68,3264153.0,52245368.0,1.0
2010-06-28,16.05,17.19,16.96,16.02,14485830.0,243399024.0,1.0
2010-06-29,16.81,17.07,16.48,16.2,10069628.0,167336064.0,1.0
2010-06-30,16.25,17.6,17.3,15.9,13475983.0,227816016.0,1.0
2010-07-01,17.1,17.7,17.25,16.88,11738186.0,202895856.0,1.0
2010-07-02,17.23,17.65,17.31,16.82,12168741.0,210239168.0,1.0
2010-07-05,17.17,17.17,16.58,16.5,7919365.0,133179048.0,1.0
2010-07-06,16.4,17.07,17.04,16.35,6680194.0,112436584.0,1.0
2010-07-07,17.25,17.25,17.16,16.8,5903573.0,100497272.0,1.0
2010-07-08,17.3,17.38,16.89,16.68,5717022.0,97140128.0,1.0
2010-07-09,16.78,18.0,17.58,16.78,10637259.0,186202336.0,1.0
2010-07-12,17.4,17.79,17.51,17.35,6676905.0,117271592.0,1.0
2010-07-13,17.35,17.48,17.31,16.91,5512434.0,94786400.0,1.0
2010-07-14,17.36,17.7,17.21,17.05,6349690.0,110078192.0,1.0
