date,open,high,close,low,volume,amount,factor
2015-01-29,5.685884691848906,6.829025844930418,6.829025844930418,5.685884691848906,64512.92246520875,440688.8667992048,0.9940357852882704
2015-01-30,7.514910536779324,7.514910536779324,7.514910536779324,7.514910536779324,29423.4592445328,222441.351888668,0.9940357852882704
2015-02-02,8.27037773359841,8.27037773359841,8.27037773359841,8.27037773359841,32902.58449304175,273749.50298210734,0.9940357852882704
2015-02-03,9.095427435387673,9.095427435387673,9.095427435387673,9.095427435387673,31212.72365805169,285596.42147117294,0.9940357852882704
2015-02-04,10.009940357852884,10.009940357852884,10.009940357852884,10.009940357852884,35288.2703777336,355352.88270377734,0.9940357852882704
2015-02-05,11.013916500994036,11.013916500994036,11.013916500994036,11.013916500994036,54373.75745526839,602461.2326043737,0.9940357852882704
2015-02-06,12.117296222664015,12.117296222664015,12.117296222664015,12.117296222664015,696222.6640159045,8486954.274353877,0.9940357852882704
2015-02-09,13.330019880715707,13.330019880715707,13.330019880715707,13.330019880715707,2289030.8151093437,30695904.572564613,0.9940357852882704
2015-02-10,14.662027833001988,14.662027833001988,14.662027833001988,14.662027833001988,2452218.6878727633,36170226.64015905,0.9940357852882704
2015-02-11,16.13320079522863,16.13320079522863,16.13320079522863,16.13320079522863,1218128.2306163022,19770222.664015904,0.9940357852882704
2015-02-12,17.743538767395627,17.743538767395627,17.743538767395627,17.743538767395627,944301.1928429423,16855777.335984096,0.9940357852882704
2015-02-13,19.52286282306163,19.52286282306163,19.52286282306163,19.52286282306163,990808.1510934393,19459471.172962226,0.9940357852882704
2015-02-16,21.471172962226643,21.471172962226643,21.471172962226643,21.471172962226643,1469263.4194831015,31736089.463220675,0.9940357852882704
2015-02-17,23.618290258449306,23.618290258449306,23.618290258449306,22.445328031809144,30788421.471172962,729867387.6739563,0.9940357852882704
2015-02-25,23.88667992047714,24.353876739562626,21.25248508946322,21.25248508946322,34453996.023856856,774907228.6282306,0.9940357852882704
2015-02-26,20.089463220675945,20.87475149105368,20.646123260437374,19.78131212723658,36190831.0139165,740807570.5765407,0.9940357852882704
2015-02-27,20.656063618290258,22.71371769383698,22.71371769383698,20.25844930417495,38497399.602385685,837660055.666004,0.9940357852882704
2015-03-02,22.86282306163022,22.86282306163022,22.09741550695825,21.371769383697814,35890982.10735586,793916819.0854871,0.9940357852882704
2015-03-03,22.067594433399602,22.067594433399602,20.944333996023857,20.87475149105368,29523369.781312127,632051721.6699802,0.9940357852882704
2015-03-04,20.427435387673956,20.497017892644138,20.37773359840954,19.990059642147116,20572930.41749503,419291578.528827,0.9940357852882704
2015-03-05,20.437375745526836,21.17296222664016,20.914512922465207,20.059642147117295,22342938.36978131,463940580.51689863,0.9940357852882704
2015-03-06,20.606361829025847,20.685884691848905,19.910536779324058,19.880715705765407,17310878.727634195,350804866.79920477,0.9940357852882704
2015-03-09,19.18489065606362,19.31411530815109,19.035785288270375,18.697813121272365,14106944.333996024,268977081.5109344,0.9940357852882704
2015-03-10,18.93638170974155,19.45328031809145,19.26441351888668,18.797216699801194,8842609.343936382,171037232.60437375,0.9940357852882704
2015-03-11,19.135188866799204,19.18489065606362,18.856858846918488,18.78727634194831,8518260.437375745,162726139.16500995,0.9940357852882704
2015-03-12,18.82703777335984,18.916500994035786,18.20079522862823,18.101391650099405,11085053.677932406,205422409.54274353,0.9940357852882704
2015-03-13,18.330019880715707,19.095427435387673,18.78727634194831,18.310139165009943,9412818.091451293,177481622.2664016,0.9940357852882704
2015-03-16,18.886679920477135,19.433399602385688,19.393638170974157,18.7375745526839,13037093.439363817,251201113.32007954,0.9940357852882704
2015-03-17,19.393638170974157,19.880715705765407,19.59244532803181,19.18489065606362,14212790.258449305,279102886.6799205,0.9940357852882704
2015-03-18,19.433399602385688,19.831013916500993,19.731610337972167,19.393638170974157,11010328.031809146,217751157.05765408,0.9940357852882704
2015-03-19,19.741550695825048,21.023856858846916,20.685884691848905,19.582504970178924,21083638.170974154,434510568.5884692,0.9940357852882704
2015-03-20,20.576540755467196,20.576540755467196,20.318091451292247,20.07952286282306,12610366.79920477,257311872.76341948,0.9940357852882704
2015-03-23,20.457256461232603,20.70576540755467,20.39761431411531,20.25844930417495,12693016.89860835,261335602.3856859,0.9940357852882704
2015-03-24,20.357852882703778,20.536779324055665,20.049701789264414,19.681908548707753,12502046.71968191,253098894.63220677,0.9940357852882704
2015-03-25,19.90059642147117,20.52683896620278,20.308151093439363,19.840954274353876,9769939.363817098,198423952.2862823,0.9940357852882704
2015-03-26,20.059642147117295,21.36182902584493,20.685884691848905,19.990059642147116,16803272.365805168,349745145.12922466,0.9940357852882704
2015-03-27,20.77534791252485,20.974155069582505,20.39761431411531,20.37773359840954,11358294.234592445,235826942.34592447,0.9940357852882704
2015-03-30,20.198807157057654,20.278330019880713,20.00994035785288,19.980119284294236,8882978.131212724,179252834.99005964,0.9940357852882704
