date,open,high,close,low,volume,amount,factor
2001-05-31,2.715730072889725,2.9861274394545023,2.880319774276981,2.715730072889725,18784714.554432165,228918856.3367035,0.2351281448389372
2001-06-01,2.8779684928285914,2.9790735951093343,2.9720197507641664,2.8403479896543615,6338283.329414531,78629893.72207853,0.2351281448389372
2001-06-04,3.0096402539383966,3.1248530449094756,3.056665882906184,2.9908300023512817,7293229.249941218,94902938.6315542,0.2351281448389372
2001-06-05,3.068422290148131,3.103691511873971,3.0613684458029624,3.03315306842229,3142655.5372678107,40977227.36891606,0.2351281448389372
2001-06-06,3.0613684458029624,3.1930402069127672,3.14601457794498,3.044909475664237,3127031.742299553,41476200.3291794,0.2351281448389372
2001-06-07,3.150717140841759,3.1930402069127672,3.14601457794498,3.127204326357865,2147380.672466494,28848843.169527393,0.2351281448389372
2001-06-08,3.14601457794498,3.1648248295320953,3.153068422290148,3.103691511873971,1324624.500352692,17676577.474723723,0.2351281448389372
2001-06-11,3.153068422290148,3.18363508111921,3.171878673877263,3.127204326357865,1173180.5784152362,15758764.87185516,0.2351281448389372
2001-06-12,3.1742299553256523,3.2894427462967317,3.2870914648483422,3.1648248295320953,2079904.5379731953,28741350.105807666,0.2351281448389372
2001-06-13,3.2941453091935102,3.3576299083000234,3.263578650364449,3.2212555842934396,3170443.686809311,44494893.957206674,0.2351281448389372
2001-06-14,3.2682812132612273,3.3388196567129085,3.284740183399953,3.244768398777334,2079283.7996708206,29126955.795908768,0.2351281448389372
2001-06-15,3.2823889019515637,3.374088878438749,3.355278626851634,3.263578650364449,1517717.3759699035,21412939.572066776,0.2351281448389372
2001-06-18,3.3623324711968023,3.3834940042323067,3.291794027745121,3.2682812132612273,1475400.1881025159,20779387.961438984,0.2351281448389372
2001-06-19,3.291794027745121,3.320009405125793,3.25887608746767,3.2400658358805545,822000.9405125793,11411425.581942158,0.2351281448389372
2001-06-20,3.2565248060192804,3.25887608746767,3.190688925464378,3.1648248295320953,1007132.1420173994,13746390.312720433,0.2351281448389372
2001-06-21,3.178932518222431,3.320009405125793,3.305901716435457,3.1742299553256523,702150.2468845521,9715064.425111685,0.2351281448389372
2001-06-22,3.305901716435457,3.3388196567129085,3.301199153538678,3.2682812132612273,800674.5826475429,11249302.374794263,0.2351281448389372
2001-06-25,3.305901716435457,3.3505760639548554,3.3270632494709615,3.305901716435457,919000.9405125793,13023771.925699506,0.2351281448389372
2001-06-26,3.3341170938161295,3.3388196567129085,3.320009405125793,3.2964965906418997,703115.212790971,9908526.68704444,0.2351281448389372
2001-06-27,3.320009405125793,3.378791441335528,3.3388196567129085,3.3153068422290146,782635.3162473548,11152588.760874676,0.2351281448389372
2001-06-28,3.3388196567129085,3.3505760639548554,3.312955560780625,3.305901716435457,555331.2955560781,7834540.559604985,0.2351281448389372
2001-07-02,3.3153068422290146,3.3623324711968023,3.3247119680225725,3.3082529978838466,552300.9640253938,7838519.162943804,0.2351281448389372
2001-07-03,3.329414530919351,3.449329884787209,3.4211145074065366,3.329414530919351,1686746.2967317188,24355048.436397836,0.2351281448389372
2001-07-04,3.4281683517517045,3.456383729132377,3.4446273218904304,3.3858452856806958,795709.1464848343,11614317.893251821,0.2351281448389372
2001-07-05,3.4446273218904304,3.4516811662355984,3.3599811897484124,3.3505760639548554,746391.9586174465,10728728.191864565,0.2351281448389372
2001-07-06,3.3388196567129085,3.3435222196096874,3.2823889019515637,3.280037620503174,856510.4632024453,12027058.546908064,0.2351281448389372
2001-07-09,3.2682812132612273,3.303550434987068,3.291794027745121,3.247119680225723,304365.8593933694,4241906.183870209,0.2351281448389372
2001-07-10,3.298847872090289,3.3505760639548554,3.317658123677404,3.2941453091935102,318580.53138960735,4495908.535151658,0.2351281448389372
2001-07-11,3.320009405125793,3.3341170938161295,3.2494709616741124,3.244768398777334,633098.9889489772,8782826.475429108,0.2351281448389372
2001-07-12,3.2400658358805545,3.303550434987068,3.280037620503174,3.197742769809546,577421.819891841,7949736.421349635,0.2351281448389372
2001-07-13,3.280037620503174,3.2870914648483422,3.2259581471902186,3.2212555842934396,262118.73971314364,3611141.7822713377,0.2351281448389372
2001-07-16,3.056665882906184,3.312955560780625,3.169527392428874,3.056665882906184,462212.7909710792,6257425.346814013,0.2351281448389372
2001-07-17,3.1671761109804843,3.197742769809546,3.1883376440159887,3.103691511873971,335092.8756172114,4478538.913707971,0.2351281448389372
2001-07-18,3.1742299553256523,3.2024453327063247,3.197742769809546,3.150717140841759,148928.52104396897,2011681.636491888,0.2351281448389372
2001-07-19,3.1953914883611567,3.1953914883611567,3.18363508111921,3.150717140841759,131988.71384904772,1780006.3484599106,0.2351281448389372
2001-07-20,3.1883376440159887,3.2494709616741124,3.228309428638608,3.1883376440159887,285372.44298142486,3911665.1775217494,0.2351281448389372
2001-07-23,3.228309428638608,3.284740183399953,3.2753350576063953,3.197742769809546,304099.6943334117,4198887.843874912,0.2351281448389372
2001-07-24,3.251822243122502,3.291794027745121,3.254173524570891,3.21890430284505,323679.75546672934,4465214.907124382,0.2351281448389372
2001-07-25,3.2259581471902186,3.263578650364449,3.169527392428874,3.1624735480837054,276726.5459675523,3776420.6442511166,0.2351281448389372
2001-07-26,3.169527392428874,3.197742769809546,3.1319068892546436,3.1177992005643076,364156.3602163179,4859845.285680695,0.2351281448389372
2001-07-27,3.150717140841759,3.176581236774042,3.1201504820126966,3.103691511873971,329866.4472137315,4392579.355748883,0.2351281448389372
2001-07-30,3.103691511873971,3.1130966376675286,2.955560780625441,2.955560780625441,487804.8436397837,6292930.166940982,0.2351281448389372
2001-07-31,2.939101810486715,3.021396661180343,2.927345403244768,2.8944274629673172,429140.6066306137,5377335.527862685,0.2351281448389372
2001-08-01,2.9343992475899365,3.0425581942158475,3.0355043498706795,2.9343992475899365,346029.39101810486,4425135.198683282,0.2351281448389372
2001-08-02,3.0355043498706795,3.0801786973900773,3.068422290148131,2.939101810486715,346510.2280743005,4443853.515165765,0.2351281448389372
2001-08-03,3.0801786973900773,3.0989889489771922,3.068422290148131,3.03315306842229,210020.6912767458,2745501.0580766518,0.2351281448389372
2001-08-06,3.068422290148131,3.068422290148131,2.9767223136609453,2.9532094991770514,250435.22219609687,3178063.954855396,0.2351281448389372
2001-08-07,2.974371032212556,3.0848812602868563,3.056665882906184,2.962614624970609,297033.8584528568,3819569.01011051,0.2351281448389372
2001-08-08,3.103691511873971,3.103691511873971,3.075476134493299,3.03315306842229,240788.1495415001,3150014.3428168353,0.2351281448389372
2001-08-09,3.0919351046320243,3.134258170703033,3.1248530449094756,3.0848812602868563,180071.71408417588,2386160.35739478,0.2351281448389372
2001-08-10,3.1295556078062545,3.171878673877263,3.127204326357865,3.127204326357865,350355.9840112861,4690272.2783917235,0.2351281448389372
2001-08-13,3.1319068892546436,3.1389607335998115,3.103691511873971,3.0731248530449093,153827.18081354338,2033294.6155654832,0.2351281448389372
2001-08-14,3.0989889489771922,3.127204326357865,3.056665882906184,3.030801786973901,187509.52268986596,2449648.483423466,0.2351281448389372
2001-08-15,3.063719727251352,3.103691511873971,3.0801786973900773,3.051963320009405,214185.75123442276,2796997.6487185517,0.2351281448389372
2001-08-16,3.0848812602868563,3.0989889489771922,3.0072889724900067,2.974371032212556,373689.16059252294,4793626.381377851,0.2351281448389372
2001-08-17,2.9978838466964497,3.030801786973901,3.0096402539383966,2.962614624970609,247783.91723489302,3151822.2431225018,0.2351281448389372
2001-08-20,2.9978838466964497,3.056665882906184,3.037855631319069,2.9908300023512817,72319.30402069127,933054.3146014578,0.2351281448389372
2001-08-21,3.044909475664237,3.096637667528803,3.066071008699741,3.044909475664237,114936.75052903833,1502247.1196802256,0.2351281448389372
2001-08-22,3.056665882906184,3.056665882906184,3.0049376910416172,2.9837761580061133,186839.407477075,2387570.185751234,0.2351281448389372
2001-08-23,2.981424876557724,3.021396661180343,3.0096402539383966,2.939101810486715,151420.8793792617,1927502.7039736656,0.2351281448389372
2001-08-24,3.0237479426287326,3.0237479426287326,2.9720197507641664,2.964965906418998,106070.53844345167,1347920.9969433341,0.2351281448389372
2001-08-27,2.9508582177286624,2.9602633435222194,2.835645426757583,2.826240300964025,402674.5826475429,4926230.660710087,0.2351281448389372
2001-08-28,2.826240300964025,2.8568069597930874,2.849753115447919,2.750999294615565,401245.47378321184,4804928.756172114,0.2351281448389372
2001-08-29,2.849753115447919,2.8756172113802023,2.7956736421349637,2.7886197977897953,337948.27180813544,4067853.5151657653,0.2351281448389372
